source	relation	target	gt	type	AllYes	AllNo	AllRandom
component_2	has_instance	family_juncaceae_1	-1	CS	1.0	0.0	0.06
bird_genus_1	type_of	acquaint_1	-1	CS	1.0	0.0	0.71
vet_3	type_of	acquaint_1	-1	CS	1.0	0.0	0.85
telfer_1	has_instance	genus_gymnogyps_1	-1	CS	1.0	0.0	0.23
family_scombridae_1	has_instance	genus_gymnogyps_1	-1	CS	1.0	0.0	0.61
battle_of_marathon_1	has_part	laryngeal_vein_1	-1	CS	1.0	0.0	0.83
cranial_nerve_1	has_part	laryngeal_vein_1	-1	CS	1.0	0.0	0.81
doryopteris_pedata_1	has_part	trotter_1	-1	CS	1.0	0.0	0.24
foxtail_millet_1	has_part	trotter_1	-1	CS	1.0	0.0	0.3
checker_board_1	has_part	new_testament_1	-1	CS	1.0	0.0	0.15
coralbells_1	has_part	new_testament_1	-1	CS	1.0	0.0	0.72
envisioning_1	has_instance	surrealist_1	-1	CS	1.0	0.0	0.67
athletics_1	has_instance	surrealist_1	-1	CS	1.0	0.0	0.65
asclepias_tuberosa_1	has_instance	artemisia_maritima_1	-1	CS	1.0	0.0	0.15
tongue_1	has_instance	artemisia_maritima_1	-1	CS	1.0	0.0	0.19
activity_1	has_instance	cuscuta_gronovii_1	-1	CS	1.0	0.0	0.18
wedge_7	has_instance	cuscuta_gronovii_1	-1	CS	1.0	0.0	0.8
brachystegia_speciformis_1	type_of	quality_1	-1	CS	1.0	0.0	0.07
body_part_1	type_of	quality_1	-1	CS	1.0	0.0	0.99
bedloe_s_island_1	has_instance	cote_d_ivoire_franc_1	-1	CS	1.0	0.0	0.28
family_phasmatidae_1	has_instance	cote_d_ivoire_franc_1	-1	CS	1.0	0.0	0.81
fear_2	domain_region	decree_3	-1	CS	1.0	0.0	0.34
minge_1	domain_region	decree_3	-1	CS	1.0	0.0	0.68
flora_2	domain_region	enthalpy_1	-1	CS	1.0	0.0	0.02
pawn_4	domain_region	enthalpy_1	-1	CS	1.0	0.0	0.59
lung_1	part_of	malaria_1	-1	CS	1.0	0.0	0.92
vertebra_1	part_of	malaria_1	-1	CS	1.0	0.0	0.89
math_1	domain_region	noncritical_1	-1	CS	1.0	0.0	0.37
old_testament_1	domain_region	noncritical_1	-1	CS	1.0	0.0	0.8
stepfather_1	has_instance	capital_of_saudi_arabia_1	-1	CS	1.0	0.0	0.16
sesbania_1	has_instance	capital_of_saudi_arabia_1	-1	CS	1.0	0.0	0.61
data_processing_1	member_meronym	mastotermes_darwiniensis_1	-1	CS	1.0	0.0	0.12
walk_up_1	member_meronym	mastotermes_darwiniensis_1	-1	CS	1.0	0.0	0.07
rough_cut_1	type_of	indicator_3	-1	CS	1.0	0.0	0.12
family_violaceae_1	type_of	indicator_3	-1	CS	1.0	0.0	0.21
hook_4	type_of	board_game_1	-1	CS	1.0	0.0	0.77
vine_1	type_of	board_game_1	-1	CS	1.0	0.0	0.69
low_archipelago_1	has_instance	zinnwaldite_1	-1	CS	1.0	0.0	0.75
bar_4	has_instance	zinnwaldite_1	-1	CS	1.0	0.0	0.4
embolus_1	type_of	edible_fruit_1	-1	CS	1.0	0.0	0.82
river_1	type_of	edible_fruit_1	-1	CS	1.0	0.0	0.63
downstage_1	has_instance	genus_liriope_1	-1	CS	1.0	0.0	0.22
freight_car_1	has_instance	genus_liriope_1	-1	CS	1.0	0.0	0.06
structure_3	member_meronym	genus_turdus_1	-1	CS	1.0	0.0	0.09
capital_of_peru_1	member_meronym	genus_turdus_1	-1	CS	1.0	0.0	0.4
bursera_simaruba_1	member_meronym	american_elk_1	-1	CS	1.0	0.0	0.45
neckwear_1	member_meronym	american_elk_1	-1	CS	1.0	0.0	0.74
enclosure_1	has_instance	cascade_everlasting_1	-1	CS	1.0	0.0	0.58
bolivia_1	has_instance	cascade_everlasting_1	-1	CS	1.0	0.0	0.18
lipid_1	has_instance	ankylosing_spondylitis_1	-1	CS	1.0	0.0	0.52
espana_1	has_instance	ankylosing_spondylitis_1	-1	CS	1.0	0.0	0.89
crustacean_1	member_meronym	aglaomorpha_meyeniana_1	-1	CS	1.0	0.0	0.21
wader_1	member_meronym	aglaomorpha_meyeniana_1	-1	CS	1.0	0.0	0.78
dicot_family_1	subordinate_instance_of	city_1	-1	CS	1.0	0.0	0.82
subscription_4	subordinate_instance_of	city_1	-1	CS	1.0	0.0	0.77
genus_zalophus_1	has_instance	thermoplastic_1	-1	CS	1.0	0.0	0.48
body_4	has_instance	thermoplastic_1	-1	CS	1.0	0.0	0.1
philippine_islands_1	member_meronym	buff_1	-1	CS	1.0	0.0	0.42
family_saxifragaceae_1	member_meronym	buff_1	-1	CS	1.0	0.0	0.29
business_line_1	subordinate_instance_of	ceramicist_1	-1	CS	1.0	0.0	0.48
linguistics_1	subordinate_instance_of	ceramicist_1	-1	CS	1.0	0.0	0.92
choreography_1	type_of	concept_1	-1	CS	1.0	0.0	0.34
anas_clypeata_1	type_of	concept_1	-1	CS	1.0	0.0	0.83
stump_5	type_of	dammar_pine_1	-1	CS	1.0	0.0	0.58
counter_3	type_of	dammar_pine_1	-1	CS	1.0	0.0	0.75
ernst_heinrich_haeckel_1	has_instance	craft_1	-1	CS	1.0	0.0	0.13
egest_1	has_instance	craft_1	-1	CS	1.0	0.0	0.71
new_testament_1	member_meronym	leopard_2	-1	CS	1.0	0.0	0.46
professional_basketball_1	member_meronym	leopard_2	-1	CS	1.0	0.0	0.78
protea_1	has_instance	shy_1	-1	CS	1.0	0.0	0.05
alnus_rhombifolia_1	has_instance	shy_1	-1	CS	1.0	0.0	0.9
concentration_camp_1	has_instance	mince_1	-1	CS	1.0	0.0	0.37
situation_1	has_instance	mince_1	-1	CS	1.0	0.0	0.8
broadcast_4	has_instance	genital_phase_1	-1	CS	1.0	0.0	0.23
dissociative_disorder_1	has_instance	genital_phase_1	-1	CS	1.0	0.0	0.83
butler_1	part_of	panama_1	-1	CS	1.0	0.0	0.76
alsophila_1	part_of	panama_1	-1	CS	1.0	0.0	0.17
molecular_weight_1	has_instance	february_revolution_1	-1	CS	1.0	0.0	0.89
savor_3	has_instance	february_revolution_1	-1	CS	1.0	0.0	0.49
chemical_group_1	type_of	gear_4	-1	CS	1.0	0.0	0.22
dewey_1	type_of	gear_4	-1	CS	1.0	0.0	0.31
drowsiness_1	type_of	nomad_1	-1	CS	1.0	0.0	0.62
residence_2	type_of	nomad_1	-1	CS	1.0	0.0	0.73
nov_1	type_of	eye_1	-1	CS	1.0	0.0	0.83
rosid_dicot_genus_1	type_of	eye_1	-1	CS	1.0	0.0	0.45
building_1	has_part	cowage_1	-1	CS	1.0	0.0	0.74
body_substance_1	has_part	cowage_1	-1	CS	1.0	0.0	0.28
agitate_4	has_instance	disc_3	-1	CS	1.0	0.0	0.25
dilleniid_dicot_genus_1	has_instance	disc_3	-1	CS	1.0	0.0	0.72
international_law_enforcement_agency_1	has_instance	atomic_number_14_1	-1	CS	1.0	0.0	0.05
female_monarch_1	has_instance	atomic_number_14_1	-1	CS	1.0	0.0	0.98
fetus_1	has_instance	alecost_1	-1	CS	1.0	0.0	0.35
walk_1	has_instance	alecost_1	-1	CS	1.0	0.0	0.57
island_1	has_instance	default_judgement_1	-1	CS	1.0	0.0	0.16
medicine_4	has_instance	default_judgement_1	-1	CS	1.0	0.0	0.68
normal_2	has_instance	triceratops_1	-1	CS	1.0	0.0	0.69
great_hall_1	has_instance	triceratops_1	-1	CS	1.0	0.0	0.13
part_9	type_of	bird_genus_1	-1	CS	1.0	0.0	0.86
jelly_4	type_of	bird_genus_1	-1	CS	1.0	0.0	0.41
ciardi_1	part_of	new_testament_1	-1	CS	1.0	0.0	0.59
genus_pogostemon_1	part_of	new_testament_1	-1	CS	1.0	0.0	0.74
britain_1	has_instance	genus_thryothorus_1	-1	CS	1.0	0.0	0.12
leucocytozoan_1	has_instance	genus_thryothorus_1	-1	CS	1.0	0.0	0.11
mantophasmatodea_1	has_instance	office_of_inspector_general_1	-1	CS	1.0	0.0	0.8
genus_trachipterus_1	has_instance	office_of_inspector_general_1	-1	CS	1.0	0.0	0.55
rosid_dicot_genus_1	has_part	herculaneum_1	-1	CS	1.0	0.0	0.03
vine_1	has_part	herculaneum_1	-1	CS	1.0	0.0	0.59
subject_4	has_instance	genus_spinacia_1	-1	CS	1.0	0.0	0.53
national_geospatial_intelligence_agency_1	has_instance	genus_spinacia_1	-1	CS	1.0	0.0	0.58
polymerise_2	domain_region	defence_2	-1	CS	1.0	0.0	0.6
physiology_1	domain_region	defence_2	-1	CS	1.0	0.0	0.82
block_8	domain_region	ganymede_1	-1	CS	1.0	0.0	0.58
filet_4	domain_region	ganymede_1	-1	CS	1.0	0.0	0.27
red_algae_1	member_meronym	family_macrorhamphosidae_1	-1	CS	1.0	0.0	0.96
bush_1	member_meronym	family_macrorhamphosidae_1	-1	CS	1.0	0.0	0.09
crank_7	member_meronym	aristolochia_clematitis_1	-1	CS	1.0	0.0	0.71
go_1	member_meronym	aristolochia_clematitis_1	-1	CS	1.0	0.0	0.04
ballistic_capsule_1	type_of	hold_back_2	-1	CS	1.0	0.0	0.09
device_3	type_of	hold_back_2	-1	CS	1.0	0.0	0.0
dilleniid_dicot_genus_1	type_of	aquatic_plant_1	-1	CS	1.0	0.0	0.29
wallflower_1	type_of	aquatic_plant_1	-1	CS	1.0	0.0	0.35
shoot_8	has_instance	be_6	-1	CS	1.0	0.0	0.51
tree_5	has_instance	be_6	-1	CS	1.0	0.0	0.32
seek_1	has_instance	water_spaniel_1	-1	CS	1.0	0.0	0.64
sea_ladder_1	has_instance	water_spaniel_1	-1	CS	1.0	0.0	0.41
stapelias_asterias_1	has_part	immigration_and_naturalization_service_1	-1	CS	1.0	0.0	0.16
anna_eleanor_roosevelt_1	has_part	immigration_and_naturalization_service_1	-1	CS	1.0	0.0	0.01
durability_1	type_of	inactivity_3	-1	CS	1.0	0.0	0.46
erect_3	type_of	inactivity_3	-1	CS	1.0	0.0	0.49
revolutionary_calendar_month_1	type_of	dilleniid_dicot_genus_1	-1	CS	1.0	0.0	0.26
liliopsid_genus_1	type_of	dilleniid_dicot_genus_1	-1	CS	1.0	0.0	0.54
global_organization_1	has_instance	counter_9	-1	CS	1.0	0.0	0.86
rosid_dicot_genus_1	has_instance	counter_9	-1	CS	1.0	0.0	0.08
river_1	domain_topic	fortune_cookie_1	-1	CS	1.0	0.0	0.09
plantagenet_1	domain_topic	fortune_cookie_1	-1	CS	1.0	0.0	0.87
lingcod_1	type_of	nerve_plexus_1	-1	CS	1.0	0.0	0.86
direction_2	type_of	nerve_plexus_1	-1	CS	1.0	0.0	0.24
occiput_1	subordinate_instance_of	bunch_2	-1	CS	1.0	0.0	0.91
genus_hyalosperma_1	subordinate_instance_of	bunch_2	-1	CS	1.0	0.0	0.35
contractor_1	member_meronym	genus_vanessa_1	-1	CS	1.0	0.0	0.94
brazilian_ironwood_1	member_meronym	genus_vanessa_1	-1	CS	1.0	0.0	0.21
iliamna_acerifolia_1	has_instance	clear_1	-1	CS	1.0	0.0	0.11
roman_mythology_1	has_instance	clear_1	-1	CS	1.0	0.0	0.29
murre_1	type_of	weight_9	-1	CS	1.0	0.0	0.01
bush_1	type_of	weight_9	-1	CS	1.0	0.0	0.83
fanfare_1	has_instance	median_1	-1	CS	1.0	0.0	0.67
chaff_2	has_instance	median_1	-1	CS	1.0	0.0	0.75
spice_4	type_of	waxycap_1	-1	CS	1.0	0.0	0.42
hirundo_nigricans_1	type_of	waxycap_1	-1	CS	1.0	0.0	0.53
john_marshall_1	has_instance	motif_2	-1	CS	1.0	0.0	0.04
genus_rupicapra_1	has_instance	motif_2	-1	CS	1.0	0.0	0.89
toenail_2	type_of	asterid_dicot_genus_1	-1	CS	1.0	0.0	0.77
north_island_1	type_of	asterid_dicot_genus_1	-1	CS	1.0	0.0	0.68
barberry_family_1	type_of	arthropod_genus_1	-1	CS	1.0	0.0	0.11
land_of_enchantment_1	type_of	arthropod_genus_1	-1	CS	1.0	0.0	0.51
lignum_1	domain_region	bottom_1	-1	CS	1.0	0.0	0.58
appear_1	domain_region	bottom_1	-1	CS	1.0	0.0	0.11
patch_7	member_meronym	giant_cockroach_1	-1	CS	1.0	0.0	0.14
frame_buffer_1	member_meronym	giant_cockroach_1	-1	CS	1.0	0.0	0.83
mombasa_1	has_part	liakoura_1	-1	CS	1.0	0.0	0.33
poultry_2	has_part	liakoura_1	-1	CS	1.0	0.0	0.48
aim_5	has_instance	spanish_1	-1	CS	1.0	0.0	0.69
quality_1	has_instance	spanish_1	-1	CS	1.0	0.0	0.89
arcangelo_corelli_1	subordinate_instance_of	author_1	-1	CS	1.0	0.0	0.41
eccentric_1	subordinate_instance_of	author_1	-1	CS	1.0	0.0	0.15
oas_1	type_of	arrival_2	-1	CS	1.0	0.0	0.76
beta_adrenergic_blocker_1	type_of	arrival_2	-1	CS	1.0	0.0	0.75
tree_5	type_of	magnoliid_dicot_genus_1	-1	CS	1.0	0.0	0.94
action_3	type_of	magnoliid_dicot_genus_1	-1	CS	1.0	0.0	0.92
family_potamogetonaceae_1	part_of	arm_3	-1	CS	1.0	0.0	0.1
hyaena_hyaena_1	part_of	arm_3	-1	CS	1.0	0.0	0.22
rate_5	domain_region	megillah_1	-1	CS	1.0	0.0	0.74
bolete_1	domain_region	megillah_1	-1	CS	1.0	0.0	0.16
dendroctonus_rufipennis_1	has_instance	tastelessness_2	-1	CS	1.0	0.0	0.59
fiber_1	has_instance	tastelessness_2	-1	CS	1.0	0.0	0.12
labor_7	has_instance	equiangular_triangle_1	-1	CS	1.0	0.0	0.96
subphylum_tunicata_1	has_instance	equiangular_triangle_1	-1	CS	1.0	0.0	0.51
aphidoidea_1	type_of	rosid_dicot_genus_1	-1	CS	1.0	0.0	0.56
athyrium_pycnocarpon_1	type_of	rosid_dicot_genus_1	-1	CS	1.0	0.0	0.74
cyclone_1	subordinate_instance_of	poet_1	-1	CS	1.0	0.0	0.79
feast_day_1	subordinate_instance_of	poet_1	-1	CS	1.0	0.0	0.34
layer_3	domain_region	omerta_1	-1	CS	1.0	0.0	0.89
bird_genus_1	domain_region	omerta_1	-1	CS	1.0	0.0	0.51
capek_1	type_of	band_2	-1	CS	1.0	0.0	0.3
astronomer_1	type_of	band_2	-1	CS	1.0	0.0	0.18
genus_tacca_1	type_of	street_1	-1	CS	1.0	0.0	0.85
street_1	type_of	street_1	-1	CS	1.0	0.0	0.2
john_2	type_of	reptile_genus_1	-1	CS	1.0	0.0	0.67
government_officials_1	type_of	reptile_genus_1	-1	CS	1.0	0.0	0.28
unsaturated_fatty_acid_1	domain_region	seat_4	-1	CS	1.0	0.0	0.74
chamber_1	domain_region	seat_4	-1	CS	1.0	0.0	0.39
family_ichneumonidae_1	has_instance	pod_1	-1	CS	1.0	0.0	0.6
genus_silene_1	has_instance	pod_1	-1	CS	1.0	0.0	0.91
anguis_1	type_of	reed_1	-1	CS	1.0	0.0	0.96
cacalia_javanica_1	type_of	reed_1	-1	CS	1.0	0.0	0.64
have_1	has_instance	henry_m__stanley_1	-1	CS	1.0	0.0	0.52
furnish_1	has_instance	henry_m__stanley_1	-1	CS	1.0	0.0	0.54
gasterophilus_1	has_instance	astragal_1	-1	CS	1.0	0.0	0.79
writ_of_prohibition_1	has_instance	astragal_1	-1	CS	1.0	0.0	0.22
ahpcrc_1	has_part	hoop_2	-1	CS	1.0	0.0	0.34
punctuation_2	has_part	hoop_2	-1	CS	1.0	0.0	0.97
parliament_1	has_instance	cue_1	-1	CS	1.0	0.0	0.27
chemical_element_1	has_instance	cue_1	-1	CS	1.0	0.0	0.12
protectionism_1	similar_to	fanciful_1	-1	CS	1.0	0.0	0.24
good_friday_1	similar_to	fanciful_1	-1	CS	1.0	0.0	0.45
senate_1	type_of	immunology_1	-1	CS	1.0	0.0	0.7
potboy_1	type_of	immunology_1	-1	CS	1.0	0.0	0.87
genus_irvingia_1	has_instance	genus_leptinotarsa_1	-1	CS	1.0	0.0	0.61
female_parent_1	has_instance	genus_leptinotarsa_1	-1	CS	1.0	0.0	0.91
dutch_elm_1	has_part	storm_center_2	-1	CS	1.0	0.0	0.55
halal_2	has_part	storm_center_2	-1	CS	1.0	0.0	0.44
hit_18	type_of	bird_genus_1	-1	CS	1.0	0.0	0.27
adjustment_2	type_of	bird_genus_1	-1	CS	1.0	0.0	0.8
elaphurus_1	has_instance	chuck_5	-1	CS	1.0	0.0	0.77
inger_1	has_instance	chuck_5	-1	CS	1.0	0.0	0.99
actor_1	subordinate_instance_of	borough_1	-1	CS	1.0	0.0	0.03
mexico_1	subordinate_instance_of	borough_1	-1	CS	1.0	0.0	0.23
illation_1	part_of	beaver_state_1	-1	CS	1.0	0.0	0.19
pencil_4	part_of	beaver_state_1	-1	CS	1.0	0.0	0.84
crosstie_1	has_instance	position_11	-1	CS	1.0	0.0	0.39
foreign_intelligence_service_1	has_instance	position_11	-1	CS	1.0	0.0	0.07
electromagnetic_unit_1	type_of	assignment_1	-1	CS	1.0	0.0	0.24
mackerel_2	type_of	assignment_1	-1	CS	1.0	0.0	0.57
discovery_4	has_instance	microfarad_1	-1	CS	1.0	0.0	0.98
cape_sable_1	has_instance	microfarad_1	-1	CS	1.0	0.0	0.53
plasma_protein_1	has_instance	choloepus_1	-1	CS	1.0	0.0	0.77
electrical_system_2	has_instance	choloepus_1	-1	CS	1.0	0.0	0.46
antilope_cervicapra_1	has_instance	choke_1	-1	CS	1.0	0.0	0.87
constituent_3	has_instance	choke_1	-1	CS	1.0	0.0	0.39
hop_hornbeam_1	type_of	chance_6	-1	CS	1.0	0.0	0.79
genus_pavo_1	type_of	chance_6	-1	CS	1.0	0.0	0.99
coniferales_1	type_of	change_of_location_1	-1	CS	1.0	0.0	0.85
cistron_1	type_of	change_of_location_1	-1	CS	1.0	0.0	0.29
order_perciformes_1	member_meronym	narrow_leaf_penstemon_1	-1	CS	1.0	0.0	0.98
moldboard_plow_1	member_meronym	narrow_leaf_penstemon_1	-1	CS	1.0	0.0	0.17
durability_1	has_part	greater_new_york_1	-1	CS	1.0	0.0	0.2
hutment_1	has_part	greater_new_york_1	-1	CS	1.0	0.0	0.59
contempt_1	has_instance	fabian_society_1	-1	CS	1.0	0.0	0.18
irrational_1	has_instance	fabian_society_1	-1	CS	1.0	0.0	0.21
paleo_american_culture_1	type_of	alliaceous_plant_1	-1	CS	1.0	0.0	0.02
urinary_tract_1	type_of	alliaceous_plant_1	-1	CS	1.0	0.0	0.39
bent_2	domain_region	signora_2	-1	CS	1.0	0.0	0.14
city_1	domain_region	signora_2	-1	CS	1.0	0.0	0.4
principle_1	type_of	hyperthermia_1	-1	CS	1.0	0.0	0.01
wild_flower_1	type_of	hyperthermia_1	-1	CS	1.0	0.0	0.8
maldivan_1	type_of	swan_4	-1	CS	1.0	0.0	0.21
play_48	type_of	swan_4	-1	CS	1.0	0.0	0.6
genus_geum_1	has_part	stock_22	-1	CS	1.0	0.0	0.5
cancer_of_the_blood_1	has_part	stock_22	-1	CS	1.0	0.0	0.24
britain_1	part_of	cocoanut_1	-1	CS	1.0	0.0	0.5
medical_specialty_1	part_of	cocoanut_1	-1	CS	1.0	0.0	0.39
bank_7	has_instance	bribe_1	-1	CS	1.0	0.0	0.07
matter_2	has_instance	bribe_1	-1	CS	1.0	0.0	0.45
tai_2	member_meronym	submariner_1	-1	CS	1.0	0.0	0.75
spike_10	member_meronym	submariner_1	-1	CS	1.0	0.0	0.1
countenance_4	domain_region	pinnacle_2	-1	CS	1.0	0.0	0.79
glutton_1	domain_region	pinnacle_2	-1	CS	1.0	0.0	0.37
straighten_3	domain_region	rag_3	-1	CS	1.0	0.0	0.83
nonsteroidal_anti_inflammatory_1	domain_region	rag_3	-1	CS	1.0	0.0	0.9
medicine_4	type_of	herb_1	-1	CS	1.0	0.0	0.73
norse_deity_1	type_of	herb_1	-1	CS	1.0	0.0	0.94
panama_1	member_meronym	massasauga_2	-1	CS	1.0	0.0	0.38
foreign_mission_1	member_meronym	massasauga_2	-1	CS	1.0	0.0	0.98
pipe_3	has_instance	bottleneck_1	-1	CS	1.0	0.0	0.84
honours_1	has_instance	bottleneck_1	-1	CS	1.0	0.0	0.92
division_lichenes_1	has_part	tappan_zee_bridge_1	-1	CS	1.0	0.0	0.1
baron_3	has_part	tappan_zee_bridge_1	-1	CS	1.0	0.0	0.13
belongings_1	type_of	concept_1	-1	CS	1.0	0.0	0.4
jackson_6	type_of	concept_1	-1	CS	1.0	0.0	0.71
sac_4	type_of	congenital_disease_1	-1	CS	1.0	0.0	0.81
common_market_1	type_of	congenital_disease_1	-1	CS	1.0	0.0	0.47
subshrub_1	type_of	light_unit_1	-1	CS	1.0	0.0	0.8
lanternfish_1	type_of	light_unit_1	-1	CS	1.0	0.0	0.63
golden_calf_1	type_of	agaric_2	-1	CS	1.0	0.0	0.52
shark_3	type_of	agaric_2	-1	CS	1.0	0.0	0.24
family_primulaceae_1	has_instance	free_enterprise_1	-1	CS	1.0	0.0	0.84
applied_scientist_1	has_instance	free_enterprise_1	-1	CS	1.0	0.0	0.52
business_firm_1	type_of	herb_1	-1	CS	1.0	0.0	0.53
buffalo_indian_1	type_of	herb_1	-1	CS	1.0	0.0	0.04
cantharellus_1	type_of	wild_pea_1	-1	CS	1.0	0.0	0.28
city_1	type_of	wild_pea_1	-1	CS	1.0	0.0	0.7
motion_6	type_of	company_2	-1	CS	1.0	0.0	0.65
family_polyporaceae_1	type_of	company_2	-1	CS	1.0	0.0	0.49
margin_5	has_instance	agitation_1	-1	CS	1.0	0.0	0.59
pine_sawyer_1	has_instance	agitation_1	-1	CS	1.0	0.0	0.45
apterygidae_1	member_meronym	alkali_bee_1	-1	CS	1.0	0.0	0.27
polar_4	member_meronym	alkali_bee_1	-1	CS	1.0	0.0	0.19
lobito_1	part_of	city_1	-1	CS	1.0	0.0	0.87
pleading_1	part_of	city_1	-1	CS	1.0	0.0	0.27
family_talpidae_1	type_of	service_program_1	-1	CS	1.0	0.0	0.39
mustard_1	type_of	service_program_1	-1	CS	1.0	0.0	0.66
desire_1	has_instance	florist_s_gloxinia_1	-1	CS	1.0	0.0	0.85
cretan_dittany_1	has_instance	florist_s_gloxinia_1	-1	CS	1.0	0.0	0.58
collateral_damage_1	member_meronym	hooded_merganser_1	-1	CS	1.0	0.0	0.48
myricales_1	member_meronym	hooded_merganser_1	-1	CS	1.0	0.0	0.34
citronwood_1	type_of	acoustic_device_1	-1	CS	1.0	0.0	0.37
decatur_2	type_of	acoustic_device_1	-1	CS	1.0	0.0	0.97
calophyllum_longifolium_1	has_instance	loosestrife_2	-1	CS	1.0	0.0	0.21
heave_2	has_instance	loosestrife_2	-1	CS	1.0	0.0	0.18
kenai_fjords_national_park_1	has_instance	pier_2	-1	CS	1.0	0.0	0.83
genus_lanthanotus_1	has_instance	pier_2	-1	CS	1.0	0.0	0.4
set_38	has_instance	dreamer_3	-1	CS	1.0	0.0	0.53
genus_hyaena_1	has_instance	dreamer_3	-1	CS	1.0	0.0	0.01
genus_zostera_1	member_meronym	lonicera_albiflora_1	-1	CS	1.0	0.0	0.9
facing_pages_1	member_meronym	lonicera_albiflora_1	-1	CS	1.0	0.0	0.48
bad_person_1	member_meronym	giant_hyssop_1	-1	CS	1.0	0.0	0.88
asterid_dicot_genus_1	member_meronym	giant_hyssop_1	-1	CS	1.0	0.0	0.33
genus_cotinga_1	has_instance	justiciar_1	-1	CS	1.0	0.0	0.88
august_6_1	has_instance	justiciar_1	-1	CS	1.0	0.0	0.55
subcontinent_1	type_of	liliaceous_plant_1	-1	CS	1.0	0.0	0.47
loranthus_europaeus_1	type_of	liliaceous_plant_1	-1	CS	1.0	0.0	0.91
activity_3	type_of	being_2	-1	CS	1.0	0.0	0.58
sheep_frog_1	type_of	being_2	-1	CS	1.0	0.0	0.22
haddock_1	type_of	temperature_1	-1	CS	1.0	0.0	0.46
poland_1	type_of	temperature_1	-1	CS	1.0	0.0	0.56
infundibulum_1	has_instance	cornu_1	-1	CS	1.0	0.0	0.38
genus_feijoa_1	has_instance	cornu_1	-1	CS	1.0	0.0	0.37
black_fronted_bush_shrike_1	part_of	england_1	-1	CS	1.0	0.0	0.7
printing_2	part_of	england_1	-1	CS	1.0	0.0	0.51
neglect_of_duty_1	has_instance	lingcod_1	-1	CS	1.0	0.0	0.31
typical_jerboa_1	has_instance	lingcod_1	-1	CS	1.0	0.0	0.54
plug_2	type_of	rockweed_1	-1	CS	1.0	0.0	0.8
bush_1	type_of	rockweed_1	-1	CS	1.0	0.0	0.35
control_16	has_instance	tendonous_synovitis_1	-1	CS	1.0	0.0	0.38
gastroboletus_1	has_instance	tendonous_synovitis_1	-1	CS	1.0	0.0	0.38
mammal_genus_1	has_instance	percept_1	-1	CS	1.0	0.0	0.51
orange_group_1	has_instance	percept_1	-1	CS	1.0	0.0	0.79
medicament_1	type_of	statistical_method_1	-1	CS	1.0	0.0	0.08
lift_out_1	type_of	statistical_method_1	-1	CS	1.0	0.0	0.75
alignment_1	has_instance	department_of_energy_1	-1	CS	1.0	0.0	0.08
calendar_2	has_instance	department_of_energy_1	-1	CS	1.0	0.0	0.21
spatula_2	type_of	arteria_1	-1	CS	1.0	0.0	0.77
fish_genus_1	type_of	arteria_1	-1	CS	1.0	0.0	0.96
animal_order_1	has_instance	genus_menispermum_1	-1	CS	1.0	0.0	0.93
norethandrolone_1	has_instance	genus_menispermum_1	-1	CS	1.0	0.0	0.24
battery_2	has_instance	army_officer_1	-1	CS	1.0	0.0	0.48
economic_system_1	has_instance	army_officer_1	-1	CS	1.0	0.0	0.59
poland_1	type_of	body_politic_1	-1	CS	1.0	0.0	0.76
type_5	type_of	body_politic_1	-1	CS	1.0	0.0	0.71
romanoff_2	part_of	beard_1	-1	CS	1.0	0.0	0.96
california_beauty_1	part_of	beard_1	-1	CS	1.0	0.0	0.2
new_world_jay_1	has_instance	grasshopper_mouse_1	-1	CS	1.0	0.0	0.64
genus_libocedrus_1	has_instance	grasshopper_mouse_1	-1	CS	1.0	0.0	0.92
family_plethodontidae_1	member_meronym	african_millet_1	-1	CS	1.0	0.0	0.5
aphyllanthaceae_1	member_meronym	african_millet_1	-1	CS	1.0	0.0	0.02
genus_solanum_1	type_of	meat_1	-1	CS	1.0	0.0	0.74
importance_1	type_of	meat_1	-1	CS	1.0	0.0	0.83
coleoptera_1	has_instance	die_2	-1	CS	1.0	0.0	0.86
opening_10	has_instance	die_2	-1	CS	1.0	0.0	0.14
fashionable_2	has_instance	grain_5	-1	CS	1.0	0.0	0.46
hawkeye_state_1	has_instance	grain_5	-1	CS	1.0	0.0	0.43
homecoming_1	member_meronym	pyrola_1	-1	CS	1.0	0.0	0.79
centerboard_1	member_meronym	pyrola_1	-1	CS	1.0	0.0	0.35
ante_up_1	has_part	gibson_desert_1	-1	CS	1.0	0.0	0.95
mikado_1	has_part	gibson_desert_1	-1	CS	1.0	0.0	0.77
dreissena_polymorpha_1	type_of	conifer_1	-1	CS	1.0	0.0	0.85
glue_1	type_of	conifer_1	-1	CS	1.0	0.0	0.1
machinery_1	part_of	kingdom_of_sweden_1	-1	CS	1.0	0.0	0.14
garment_2	part_of	kingdom_of_sweden_1	-1	CS	1.0	0.0	0.52
order_siluriformes_1	has_instance	fabiana_imbricata_1	-1	CS	1.0	0.0	0.06
britain_1	has_instance	fabiana_imbricata_1	-1	CS	1.0	0.0	0.3
veracruz_1	type_of	coronoid_process_1	-1	CS	1.0	0.0	0.05
grosbeak_1	type_of	coronoid_process_1	-1	CS	1.0	0.0	0.27
ride_2	has_instance	beginning_1	-1	CS	1.0	0.0	0.41
britain_1	has_instance	beginning_1	-1	CS	1.0	0.0	0.78
wood_mouse_1	part_of	articulatio_humeri_1	-1	CS	1.0	0.0	0.98
